T_latent_0,T_latent_1,T_latent_2,T_latent_3,T_latent_4,T_latent_5
8807.790197784328,-1472.8741338625603,304.17165142876956,39.68071481703197,0.2969297750107671,-0.9814280509473008
11633.991377647866,-32.39136851123749,-107.27074396206058,9.211691275783267,0.9135171056586842,-0.06867551302678265
11857.638533223213,300.62953245467185,-79.79666762049578,6.845955522114547,0.9776315819101455,0.11646933154693784
7439.450751888039,187.5235811717444,-49.27782842047486,4.770744887341518,0.62304683238699,0.0632532954464331
8935.420057979192,-2237.8110430065103,223.17901505507643,39.48347093875259,0.2916715343465057,-1.1844312651877544
12724.563115823064,241.93714339181133,-92.0539893364255,8.345248485895505,1.0488657204509764,0.07381390679092448
17916.17208902593,661.8834583291912,-124.55570760908859,-3.0569376109315343,1.2771284598957209,0.5382366259226306
7383.698704350646,2387.3004968248124,350.4137644153394,64.60019738914878,-17.041133785612146,-5.804001368704235
2186.1572707543783,36.82719714623285,-16.392629093157666,1.3836305409024199,0.17569462426558857,0.010845371666423631
10121.238107402423,-1843.0348266461465,449.66571061851846,-25.751591032087106,-3.786648092595442,-0.6263755012744241
12116.936357266286,283.1166740798613,-83.47301910428041,7.287967313732718,0.9996848815198973,0.10419789374280697
7328.676590684387,219.29537151875002,-46.57634311015909,3.8549583716016667,0.6039216118183504,0.0919894694506489
2350.3302493287338,-14.383398248843775,70.14116656431071,35.95715384771422,-7.592873105382466,-2.292041009850843
2015.1732845470822,-229.3081142446282,153.13177762153646,10.885584626957979,-30.827199274192168,8.162815928460773
10728.928824249919,-3048.3861143598388,292.4565879624863,12.42638362678781,0.6911818561154632,-1.2641942751413353
11927.275889404627,-34.54209053955765,-110.09141680836979,9.454972724800527,0.9363942176228193,-0.07116367115455091
10194.516365070882,-1854.4045558209714,448.247677393947,-25.47661389161317,-3.7784809273216524,-0.635094377467567
11582.15363001138,319.23565371948246,-75.89081264259016,6.376350785863772,0.9542001607692328,0.1295070550700359
16364.51317492116,820.1703396944788,-88.17946669810726,-279.615090548498,-50.254046591445785,-17.169208025912102
3235.9495297380154,10.519139922141832,-30.790725747579188,0.7842462059234467,0.06917465437629744,-0.045253702747501734
24029.370995710953,-700.3786853735835,137.44809047383933,-8.479687078385723,-0.8885376201710642,-0.1554331847721926
16922.0864835135,-1321.1946556642113,-280.0499036683145,-254.22497793085972,-19.878782456684803,-0.4998984269031439
30790.42425099242,-142.78512028846887,137.2910298308152,-1.5718689440356854,-0.1220588209912421,0.02084678201416068
11593.699893387333,318.4558244863819,-76.05451819389532,6.39603303122178,0.9551820013136876,0.12896129378291832
29438.171462942413,577.9724808582381,-213.82901369900355,17.83714118771574,2.3871873216985477,0.20056260895844957
7239.222001561375,-1290.9544306875728,447.9368217853736,-41.02620670511294,-0.9870014065829764,0.18068253989244454
7714.90543488737,69.13423490001065,-19.613712344754504,2.6531499640662446,0.35694207311905757,0.029911746069227974
21770.59889567142,263.3620372708866,-172.3458120496689,14.600851859628406,1.7414463749405513,0.05181141478539075
7322.961151142234,220.93464929038163,-46.4369577960897,3.8077076872540108,0.6029352639594663,0.09347268231802985
18765.078400595517,-961.9512561697677,171.3973002059688,-5.271750657485541,-1.1945486652098225,-0.3691207293414891
31112.638214417002,-145.14798858433062,134.19212628293462,-1.3045911098370482,-0.09692687460483285,0.018113764123910414
12369.294346192353,266.0718918805217,-87.0508224290977,7.718246073654985,1.0211374281400367,0.09224687142111065
5969.358725485371,-766.0028694902402,281.2877173447647,-26.88824826436732,-1.346633431180976,0.3916896605623208
24191.879172735848,-827.2886752785471,136.60419424065685,-0.8115026068090856,-0.5324895382577779,-0.25676900864530694
11646.990637584477,314.8565928510714,-76.81007863587433,6.486875240528469,0.9597144964952804,0.12643943110728273
11646.156050396829,314.9129609123044,-76.79824776211376,6.485452189032081,0.9596438678381674,0.1264786055549436
7323.128647481776,220.88660953300422,-46.44104267901412,3.809093478151487,0.6029632723362965,0.0934294458342304
1512.6662778541797,188.32919554337042,80.9073310611987,68.3338753019543,26.335174382150313,14.761950049115207
3364.7919006682378,16.40742293402731,-25.63951524490193,3.9698507406021797,0.19511832039319188,-0.08361334516744634
10562.399177663921,-1524.5278788421276,-246.47182962007992,11.819877117641,1.1318617436400018,-0.42558665608734714
20640.137448275276,-67.11961633542148,81.17909189018883,-13.382889282735675,2.1075016017825874,0.47934582993596564
16578.055563672464,1491.688212895314,-46.765901251179,-15.2411986314292,0.6222600197272641,0.8457806902869436
12708.750606937694,243.03179563032245,-91.83625017311078,8.314216990546267,1.0479948332824733,0.07486938817493893
11513.730046675055,-31.50946593291843,-106.11412578305135,9.111931761174546,0.904137094762973,-0.06765488950102849
21291.00732867824,574.0901120568657,-110.37886248479708,4.886014917595132,3.420376538148048,0.32600330389602306
13081.506302957332,2441.956511744748,84.85852145219906,-18.739970614999038,-0.8157636617581829,0.7282591131388187
1944.2740904271311,38.665503483418135,-14.079553165276877,1.1739839803419525,0.15772105779475964,0.013526035171923745
16521.863729467714,-76.78761103185735,-152.52487459272606,14.459486384770642,1.1764826868607088,-0.19345129545645534
22446.739062591998,616.3938632181693,-146.8682116529567,12.161705015942209,1.5240842792359217,0.1060629813394911
12048.034159506673,287.7703002477464,-82.49611661111999,7.170511960083868,0.9938242217888273,0.10745937743942591
14150.344252282815,-897.0291618786142,279.0641896985194,-24.24240720861826,0.2390646691735583,0.20628347898096422
13830.345479467338,-387.5585922798351,288.86522314312333,-26.14064736044378,1.1088507274450876,0.5343814591951883
9630.248618760394,-1706.1682359909287,-142.24830504708916,19.267604706462237,-2.4140072703371516,-0.9846041227671094
5409.771246663956,-1272.7013658529584,262.61486873007846,-13.799818432016423,-2.3123211727858006,-0.47629369081548134
4567.186872601595,-108.08069436016358,-46.28637417531297,6.636201879545517,0.4188259079252248,-0.11412875251932775
17798.52473267331,457.04817426900195,-128.31442755613398,5.449414809550676,1.367762610128466,0.2658372748436477
26748.871588203707,-23.7545492937968,-256.61075164239764,13.095948898962433,1.921138338120727,0.01811778511981288
11611.175282627722,317.275545664509,-76.30228636379388,6.425822231292735,0.95666815231084,0.12813409364564876
25022.78357512849,-988.7334428055369,417.52635849937633,-6.4906757763523615,-1.7926015884982007,-0.3209320928812076
13361.589027233278,-45.06046521596198,-123.88592563409952,10.644781094934345,1.0482656612766732,-0.08333243701174808
19457.763823059762,-1020.6960930198472,426.4381027714039,-33.77830041647593,-4.963050678160016,-0.8885656909014585
7341.9360692386335,215.49234211593358,-46.89970542255355,3.964577359732745,0.606210617802958,0.08855055135901857
9037.256467481675,-1451.7109889161939,-80.10953032892644,44.79520029127326,0.9066291054500653,-1.35340041718311
8181.709925432966,-208.7583936723839,109.61652835832797,3.146167426141389,-32.06849776643128,11.57362602268445
2055.48729107575,37.84993475948046,-15.149146527774633,1.26623882545391,0.16639538007027,0.012582393697416983
15584.482150729527,310.9962129633865,-70.14505008602873,6.758837332088227,1.0110264023699074,0.13252306518351986
